MS4644B
!6/25/2026.6:32:13.PM
!CHANNEL.1
!TR.MEASUREMENT
!RF.CORRECTION: FULL.TWO.PORT.CAL.PORT.1.2
!AVERAGING.OFF
!IF.BANDWIDTH: 1KHZ
!NUMBER.OF.TRACES: 4
!TRACE:       ,TRACE.1           ,TRACE.2           ,TRACE.3           ,TRACE.4           
!PARAMETER:   ,S11               ,S12               ,S21               ,S22               
!PORT:        ,PORT1             ,PORT2             ,PORT1             ,PORT2             
!GRAPH:       ,LOGMAG.PHASE      ,LOGMAG.PHASE      ,LOGMAG.PHASE      ,LOGMAG.PHASE      
!SMOOTHING:   ,OFF               ,OFF               ,OFF               ,OFF               
!TIMEDOMAIN:  ,NOT.INSTALLED     ,NOT.INSTALLED     ,NOT.INSTALLED     ,NOT.INSTALLED     
!Reference Plane Port Info
!PORT:        ,PORT1             ,PORT2             
!DISTANCE:    ,0  m              ,0  m              
!TIME:        ,0  s              ,0  s              
!PHASE OFFSET:,0  deg.           ,0  deg.           
!LOSS:        ,0  dB             ,0  dB             
!REF.LOSS:    ,0  dB             ,0  dB             
!REF.FREQ:    ,0  Hz             ,0  Hz             
!Power Info
!POWER:       ,5  dBm            ,5  dBm            
!EFF.POWER:   ,5  dBm            ,5  dBm            
!SOURCE.ATTEN:,0  dB             ,0  dB             
!TEST.ATTEN:  ,0  dB             ,0  dB             
!SWEEPTYPE: FREQ.SWEEP(Linear)
!
!
!
!
!
!
!
!
!
!
!
!
PNT,FREQ1.GHZ,LOGMAG1,PHASE1.DEG,FREQ2.GHZ,LOGMAG2,PHASE2.DEG,FREQ3.GHZ,LOGMAG3,PHASE3.DEG,FREQ4.GHZ,LOGMAG4,PHASE4.DEG
140,22.950000000,-2.133484E+001,66.3943000,22.950000000,-3.847755E+000,161.9402000,22.950000000,-4.048285E+000,162.7026000,22.950000000,-3.057444E+001,45.7991400
141,23.000000000,-1.993816E+001,77.3867600,23.000000000,-3.944156E+000,150.8560000,23.000000000,-4.041646E+000,151.9953000,23.000000000,-3.136179E+001,74.1596300
142,23.050000000,-1.970422E+001,95.3682100,23.050000000,-4.036818E+000,140.0586000,23.050000000,-4.034947E+000,141.6073000,23.050000000,-2.802548E+001,107.9558000
143,23.100000000,-1.957902E+001,94.9971200,23.100000000,-4.180183E+000,129.7898000,23.100000000,-4.017597E+000,130.3021000,23.100000000,-2.298472E+001,113.4672000
144,23.150000000,-1.755117E+001,96.1962000,23.150000000,-4.302149E+000,119.7075000,23.150000000,-4.108531E+000,119.7915000,23.150000000,-2.109054E+001,108.8964000
145,23.200000000,-1.667162E+001,103.7672000,23.200000000,-4.271863E+000,110.9436000,23.200000000,-3.956643E+000,109.7911000,23.200000000,-2.083933E+001,103.3216000
146,23.250000000,-1.739560E+001,104.1404000,23.250000000,-4.040820E+000,99.9588100,23.250000000,-4.146871E+000,98.1043300,23.250000000,-1.803405E+001,93.1094100
147,23.300000000,-1.779916E+001,85.4613800,23.300000000,-3.864549E+000,89.1923700,23.300000000,-4.100502E+000,87.3113600,23.300000000,-1.697565E+001,83.5967900
148,23.350000000,-1.615392E+001,76.4297600,23.350000000,-3.773002E+000,76.3230900,23.350000000,-4.240285E+000,76.6239100,23.350000000,-1.685608E+001,78.0831800
149,23.400000000,-1.597798E+001,74.2961000,23.400000000,-3.968746E+000,64.5888400,23.400000000,-4.203399E+000,66.7445000,23.400000000,-1.715148E+001,71.1902900
150,23.450000000,-1.603012E+001,63.9851600,23.450000000,-4.304307E+000,53.9180100,23.450000000,-4.203596E+000,55.8639100,23.450000000,-1.671992E+001,58.3906700
151,23.500000000,-1.526091E+001,58.8123100,23.500000000,-4.462957E+000,44.9659700,23.500000000,-4.192327E+000,44.7348100,23.500000000,-1.729175E+001,50.4928100
152,23.550000000,-1.561015E+001,61.3579100,23.550000000,-4.386712E+000,35.5119600,23.550000000,-4.208465E+000,35.2447400,23.550000000,-1.828673E+001,44.4808300
153,23.600000000,-1.758778E+001,58.8616200,23.600000000,-4.231842E+000,25.3917700,23.600000000,-4.221776E+000,24.2057800,23.600000000,-1.917871E+001,36.6084900
154,23.650000000,-1.832854E+001,50.8847200,23.650000000,-4.140334E+000,14.8018200,23.650000000,-4.234987E+000,13.5359800,23.650000000,-2.056078E+001,27.2933900
155,23.700000000,-1.925224E+001,54.0339700,23.700000000,-3.947314E+000,3.5614450,23.700000000,-4.236609E+000,2.9075380,23.700000000,-2.304161E+001,25.5220500
156,23.750000000,-2.150622E+001,53.7146100,23.750000000,-4.049152E+000,-8.6238320,23.750000000,-4.186580E+000,-7.4871000,23.750000000,-2.530499E+001,33.0989700
157,23.800000000,-2.105627E+001,50.6283000,23.800000000,-4.170185E+000,-19.0917100,23.800000000,-4.211755E+000,-18.7058400,23.800000000,-2.743581E+001,49.0779500
158,23.850000000,-1.951478E+001,63.2512000,23.850000000,-4.209558E+000,-30.3600300,23.850000000,-4.246822E+000,-29.0312400,23.850000000,-2.806009E+001,81.3680100
159,23.900000000,-1.927182E+001,79.8458200,23.900000000,-4.317585E+000,-40.8328000,23.900000000,-4.167157E+000,-39.7761700,23.900000000,-2.419903E+001,93.9117800
160,23.950000000,-1.907807E+001,78.9832500,23.950000000,-4.426432E+000,-51.1618200,23.950000000,-4.233222E+000,-51.4131800,23.950000000,-2.164391E+001,89.1810200
161,24.000000000,-1.734167E+001,77.3584900,24.000000000,-4.421386E+000,-60.1745300,24.000000000,-4.325553E+000,-61.4846800,24.000000000,-1.973388E+001,90.0658900
162,24.050000000,-1.613259E+001,80.8712400,24.050000000,-4.229003E+000,-70.8585700,24.050000000,-4.242171E+000,-71.6655100,24.050000000,-1.788158E+001,86.8824100
163,24.100000000,-1.664748E+001,79.5343700,24.100000000,-4.265223E+000,-81.9380600,24.100000000,-4.401106E+000,-84.0702400,24.100000000,-1.675621E+001,76.2347400
164,24.150000000,-1.660920E+001,60.8275300,24.150000000,-4.135023E+000,-92.5106900,24.150000000,-4.462825E+000,-92.1722400,24.150000000,-1.639305E+001,67.5704800
165,24.200000000,-1.489134E+001,54.2191000,24.200000000,-4.060978E+000,-106.0744000,24.200000000,-4.287359E+000,-104.5669000,24.200000000,-1.529144E+001,59.7017800
166,24.250000000,-1.471035E+001,51.6460600,24.250000000,-4.668895E+000,-116.3941000,24.250000000,-4.722346E+000,-115.2772000,24.250000000,-1.471290E+001,51.2467800
167,24.300000000,-1.488418E+001,40.2629300,24.300000000,-4.518741E+000,-124.9049000,24.300000000,-4.467769E+000,-123.8484000,24.300000000,-1.531605E+001,41.5269700
168,24.350000000,-1.407938E+001,34.3907900,24.350000000,-4.729559E+000,-135.4620000,24.350000000,-4.293303E+000,-135.8132000,24.350000000,-1.534510E+001,32.8428500
169,24.400000000,-1.473328E+001,33.6664300,24.400000000,-4.596462E+000,-144.0511000,24.400000000,-4.749260E+000,-146.3649000,24.400000000,-1.509876E+001,24.1708800
170,24.450000000,-1.649706E+001,25.5974400,24.450000000,-4.282057E+000,-155.1518000,24.450000000,-4.388380E+000,-155.1134000,24.450000000,-1.597403E+001,16.1103700
171,24.500000000,-1.679055E+001,15.2221000,24.500000000,-4.261385E+000,-167.4153000,24.500000000,-4.383356E+000,-167.5463000,24.500000000,-1.727291E+001,9.7336170
172,24.550000000,-1.782211E+001,13.3796000,24.550000000,-4.393220E+000,-177.7293000,24.550000000,-4.543695E+000,-177.0416000,24.550000000,-1.825807E+001,1.7506720
173,24.600000000,-1.979999E+001,6.5625270,24.600000000,-4.341192E+000,171.2841000,24.600000000,-4.375437E+000,172.5911000,24.600000000,-1.927032E+001,-1.2499180
174,24.650000000,-2.024306E+001,0.5593364,24.650000000,-4.452837E+000,160.3052000,24.650000000,-4.362754E+000,160.9818000,24.650000000,-2.157944E+001,-1.4215820
175,24.700000000,-2.059678E+001,14.2028600,24.700000000,-4.556733E+000,150.3836000,24.700000000,-4.457880E+000,150.9220000,24.700000000,-2.444617E+001,6.9048290
176,24.750000000,-2.301733E+001,34.7586000,24.750000000,-4.435703E+000,140.3603000,24.750000000,-4.345203E+000,140.1318000,24.750000000,-2.428617E+001,15.7713400
177,24.800000000,-2.441319E+001,40.8936300,24.800000000,-4.374752E+000,128.9966000,24.800000000,-4.360649E+000,128.6836000,24.800000000,-2.450598E+001,32.0741900
178,24.850000000,-2.179394E+001,41.6612800,24.850000000,-4.463639E+000,118.6998000,24.850000000,-4.447184E+000,118.3777000,24.850000000,-2.401892E+001,48.6815600
179,24.900000000,-2.010553E+001,57.8248300,24.900000000,-4.335998E+000,108.4510000,24.900000000,-4.404672E+000,107.8248000,24.900000000,-2.141594E+001,48.5226600
180,24.950000000,-2.134626E+001,58.6323100,24.950000000,-4.300116E+000,96.4844400,24.950000000,-4.390275E+000,96.5372400,24.950000000,-2.004872E+001,48.5841800
181,25.000000000,-1.998344E+001,38.1422600,25.000000000,-4.411801E+000,85.8187300,25.000000000,-4.573866E+000,86.3542300,25.000000000,-1.912739E+001,46.6708000
182,25.050000000,-1.784022E+001,34.5825000,25.050000000,-4.423542E+000,74.9252400,25.050000000,-4.437295E+000,76.2462700,25.050000000,-1.809667E+001,38.7112200
183,25.100000000,-1.754965E+001,33.9780700,25.100000000,-4.586928E+000,63.8618800,25.100000000,-4.545837E+000,64.0817900,25.100000000,-1.754633E+001,29.2403000
184,25.150000000,-1.791623E+001,22.5276400,25.150000000,-4.654020E+000,54.5540500,25.150000000,-4.553598E+000,55.3389800,25.150000000,-1.764020E+001,27.9114000
185,25.200000000,-1.702316E+001,18.4855900,25.200000000,-4.536882E+000,44.5710500,25.200000000,-4.452751E+000,44.1765300,25.200000000,-1.779442E+001,19.8483900
186,25.250000000,-1.766669E+001,18.5343800,25.250000000,-4.528950E+000,33.8500600,25.250000000,-4.542078E+000,32.6342700,25.250000000,-1.815890E+001,7.5101400
187,25.300000000,-1.990714E+001,11.1706400,25.300000000,-4.434782E+000,23.0191700,25.300000000,-4.543911E+000,23.1216900,25.300000000,-1.835885E+001,2.4040480
188,25.350000000,-2.069863E+001,-1.4995390,25.350000000,-4.401407E+000,11.7775100,25.350000000,-4.457533E+000,12.0986900,25.350000000,-1.908269E+001,2.7434640
189,25.400000000,-2.175474E+001,1.0881020,25.400000000,-4.499200E+000,0.8313787,25.400000000,-4.569192E+000,1.5007500,25.400000000,-2.102568E+001,-2.8652770
190,25.450000000,-2.502197E+001,-1.5172990,25.450000000,-4.494212E+000,-9.4214670,25.450000000,-4.428851E+000,-9.0175290,25.450000000,-2.232749E+001,-5.4760470
191,25.500000000,-2.612588E+001,-6.0719780,25.500000000,-4.514942E+000,-20.3942600,25.500000000,-4.479935E+000,-20.1430100,25.500000000,-2.304238E+001,3.3441230
192,25.550000000,-2.514803E+001,23.2709500,25.550000000,-4.553797E+000,-30.7922600,25.550000000,-4.560167E+000,-30.5957300,25.550000000,-2.334610E+001,10.2456200
193,25.600000000,-2.406933E+001,59.2393800,25.600000000,-4.543866E+000,-41.3541200,25.600000000,-4.471602E+000,-41.2189100,25.600000000,-2.366838E+001,16.8832300
194,25.650000000,-2.428253E+001,68.5070900,25.650000000,-4.531211E+000,-52.3146100,25.650000000,-4.466944E+000,-52.5017200,25.650000000,-2.284880E+001,24.1002900
195,25.700000000,-2.110506E+001,58.9271000,25.700000000,-4.606549E+000,-62.7383200,25.700000000,-4.592031E+000,-62.9316600,25.700000000,-2.159683E+001,23.8310800
196,25.750000000,-1.913799E+001,65.4307700,25.750000000,-4.487283E+000,-72.7376500,25.750000000,-4.479946E+000,-73.5053000,25.750000000,-2.018050E+001,20.6884400
197,25.800000000,-1.907952E+001,64.5090700,25.800000000,-4.472464E+000,-84.7584400,25.800000000,-4.554629E+000,-84.9027900,25.800000000,-1.919321E+001,20.1920200
198,25.850000000,-1.886955E+001,47.1206400,25.850000000,-4.596347E+000,-94.9354200,25.850000000,-4.662375E+000,-94.7245300,25.850000000,-1.838102E+001,13.0171800
199,25.900000000,-1.702353E+001,37.7847100,25.900000000,-4.537921E+000,-106.0109000,25.900000000,-4.554755E+000,-105.5282000,25.900000000,-1.812514E+001,2.8360360
200,25.950000000,-1.659269E+001,36.3620500,25.950000000,-4.721002E+000,-117.2059000,25.950000000,-4.649637E+000,-116.8181000,25.950000000,-1.793536E+001,-1.2918720
201,26.000000000,-1.690996E+001,26.7174500,26.000000000,-4.796873E+000,-126.4429000,26.000000000,-4.677152E+000,-126.2131000,26.000000000,-1.793764E+001,-11.0271400
202,26.050000000,-1.617729E+001,19.0363100,26.050000000,-4.635324E+000,-136.8371000,26.050000000,-4.573265E+000,-137.5742000,26.050000000,-1.812914E+001,-19.0520900
203,26.100000000,-1.627622E+001,21.0171000,26.100000000,-4.705380E+000,-147.6776000,26.100000000,-4.705147E+000,-148.3295000,26.100000000,-1.923061E+001,-25.8060900
204,26.150000000,-1.784920E+001,17.0099100,26.150000000,-4.629323E+000,-157.7517000,26.150000000,-4.629058E+000,-158.3971000,26.150000000,-2.008294E+001,-33.9213700
205,26.200000000,-1.836567E+001,9.2613140,26.200000000,-4.527682E+000,-169.2473000,26.200000000,-4.627842E+000,-169.5992000,26.200000000,-2.126468E+001,-42.0569800
206,26.250000000,-1.886009E+001,12.3561800,26.250000000,-4.621884E+000,179.6853000,26.250000000,-4.681518E+000,179.9533000,26.250000000,-2.378667E+001,-44.3210300
207,26.300000000,-2.024132E+001,11.8838200,26.300000000,-4.632255E+000,169.3212000,26.300000000,-4.637890E+000,169.3743000,26.300000000,-2.792676E+001,-42.7542900
208,26.350000000,-2.025682E+001,7.9856860,26.350000000,-4.627658E+000,158.3328000,26.350000000,-4.646992E+000,158.5887000,26.350000000,-3.124704E+001,-25.2040100
209,26.400000000,-1.904619E+001,16.7699600,26.400000000,-4.719269E+000,147.8901000,26.400000000,-4.657047E+000,147.7466000,26.400000000,-3.142274E+001,10.3561200
210,26.450000000,-1.876982E+001,27.0126500,26.450000000,-4.692261E+000,137.5304000,26.450000000,-4.675799E+000,137.1259000,26.450000000,-2.603789E+001,37.8763300
211,26.500000000,-1.876414E+001,26.5184800,26.500000000,-4.675802E+000,126.5075000,26.500000000,-4.665373E+000,126.3167000,26.500000000,-2.272360E+001,43.4670300
212,26.550000000,-1.732947E+001,24.6878600,26.550000000,-4.681278E+000,116.1405000,26.550000000,-4.706924E+000,115.5127000,26.550000000,-2.117533E+001,40.2468900
213,26.600000000,-1.692076E+001,25.4367700,26.600000000,-4.636283E+000,105.2296000,26.600000000,-4.722278E+000,105.0049000,26.600000000,-1.934897E+001,31.0729800
214,26.650000000,-1.688131E+001,23.1305400,26.650000000,-4.670720E+000,94.1376300,26.650000000,-4.724375E+000,94.0122800,26.650000000,-1.760839E+001,22.2051700
215,26.700000000,-1.667253E+001,8.1708420,26.700000000,-4.740194E+000,83.3535200,26.700000000,-4.820274E+000,83.7856500,26.700000000,-1.674816E+001,14.8670500
216,26.750000000,-1.547978E+001,3.2287730,26.750000000,-4.787408E+000,72.6292200,26.750000000,-4.761325E+000,73.2258200,26.750000000,-1.670139E+001,8.0178370
217,26.800000000,-1.533485E+001,-1.2296600,26.800000000,-4.886923E+000,62.4410500,26.800000000,-4.823588E+000,62.5309200,26.800000000,-1.599607E+001,-1.1827840
218,26.850000000,-1.573045E+001,-9.3448310,26.850000000,-4.845444E+000,52.1669300,26.850000000,-4.846017E+000,52.0626200,26.850000000,-1.588082E+001,-11.2776400
219,26.900000000,-1.520574E+001,-14.6389200,26.900000000,-4.813118E+000,41.8336400,26.900000000,-4.822716E+000,41.5426800,26.900000000,-1.616050E+001,-18.5649500
220,26.950000000,-1.607866E+001,-14.6507000,26.950000000,-4.751651E+000,31.0596100,26.950000000,-4.838699E+000,30.6175600,26.950000000,-1.670721E+001,-25.2037900
221,27.000000000,-1.772868E+001,-21.8318700,27.000000000,-4.752358E+000,20.3020800,27.000000000,-4.821079E+000,20.1986100,27.000000000,-1.744170E+001,-33.3427500
222,27.050000000,-1.859686E+001,-30.3259500,27.050000000,-4.769005E+000,9.3105320,27.050000000,-4.814529E+000,9.4186180,27.050000000,-1.813619E+001,-38.9738900
223,27.100000000,-1.992116E+001,-28.9755400,27.100000000,-4.796819E+000,-1.3315110,27.100000000,-4.813384E+000,-1.0382240,27.100000000,-1.929517E+001,-41.7367400
224,27.150000000,-2.156507E+001,-31.6102400,27.150000000,-4.789980E+000,-11.8792000,27.150000000,-4.773200E+000,-11.7338100,27.150000000,-2.069940E+001,-39.8819900
225,27.200000000,-2.230618E+001,-30.2372200,27.200000000,-4.784305E+000,-22.5730700,27.200000000,-4.776593E+000,-22.5439700,27.200000000,-2.159003E+001,-39.6881400
226,27.250000000,-2.214254E+001,-11.4174500,27.250000000,-4.781704E+000,-33.3573300,27.250000000,-4.782428E+000,-33.2766700,27.250000000,-2.227978E+001,-31.2044200
227,27.300000000,-2.164045E+001,7.8192140,27.300000000,-4.775535E+000,-44.0767200,27.300000000,-4.777754E+000,-44.1960600,27.300000000,-2.205289E+001,-22.1007800
228,27.350000000,-2.102858E+001,15.4578100,27.350000000,-4.787505E+000,-54.9118500,27.350000000,-4.801373E+000,-55.1319500,27.350000000,-2.078707E+001,-16.5047400
229,27.400000000,-1.920730E+001,12.9975400,27.400000000,-4.807048E+000,-65.6945400,27.400000000,-4.826322E+000,-65.9126700,27.400000000,-1.964416E+001,-12.5754800
230,27.450000000,-1.780120E+001,18.7506200,27.450000000,-4.802199E+000,-76.6067000,27.450000000,-4.843155E+000,-76.7977800,27.450000000,-1.830378E+001,-13.7329000
231,27.500000000,-1.804583E+001,12.8710900,27.500000000,-4.863450E+000,-87.4489900,27.500000000,-4.880302E+000,-87.5626100,27.500000000,-1.717283E+001,-21.4166200
232,27.550000000,-1.680145E+001,-2.7228450,27.550000000,-4.923488E+000,-98.0564300,27.550000000,-4.923882E+000,-97.9503800,27.550000000,-1.633589E+001,-27.5840400
233,27.600000000,-1.539928E+001,-8.2402150,27.600000000,-4.974286E+000,-108.6124000,27.600000000,-4.959128E+000,-108.4436000,27.600000000,-1.549130E+001,-30.9887100
234,27.650000000,-1.493858E+001,-12.2268400,27.650000000,-5.003740E+000,-118.9260000,27.650000000,-4.996977E+000,-119.0479000,27.650000000,-1.525640E+001,-39.0419300
235,27.700000000,-1.467721E+001,-20.5766300,27.700000000,-4.989089E+000,-129.3874000,27.700000000,-5.010393E+000,-129.5014000,27.700000000,-1.508370E+001,-50.3455700
236,27.750000000,-1.419112E+001,-24.7879800,27.750000000,-4.977609E+000,-139.9566000,27.750000000,-5.039329E+000,-139.9646000,27.750000000,-1.492763E+001,-57.1263700
237,27.800000000,-1.475816E+001,-27.7143600,27.800000000,-4.974411E+000,-150.4239000,27.800000000,-5.041531E+000,-150.5163000,27.800000000,-1.492534E+001,-61.7116400
238,27.850000000,-1.568417E+001,-35.4641200,27.850000000,-4.977438E+000,-161.0635000,27.850000000,-5.030887E+000,-161.1569000,27.850000000,-1.582826E+001,-71.3203900
239,27.900000000,-1.616228E+001,-44.0441000,27.900000000,-4.991033E+000,-171.6175000,27.900000000,-5.020250E+000,-171.5871000,27.900000000,-1.637148E+001,-79.9108000
240,27.950000000,-1.689789E+001,-47.9740800,27.950000000,-4.972862E+000,177.8909000,27.950000000,-4.974312E+000,177.8469000,27.950000000,-1.700778E+001,-82.8169300
241,28.000000000,-1.781454E+001,-53.6359400,28.000000000,-4.948340E+000,167.1501000,28.000000000,-4.968512E+000,167.0881000,28.000000000,-1.818171E+001,-87.6837500
242,28.050000000,-1.805155E+001,-56.7391600,28.050000000,-4.915071E+000,156.5433000,28.050000000,-4.925546E+000,156.5334000,28.050000000,-1.980323E+001,-91.7833300
243,28.100000000,-1.863852E+001,-47.5986500,28.100000000,-4.889264E+000,145.6151000,28.100000000,-4.907738E+000,145.6193000,28.100000000,-2.153354E+001,-87.9447900
244,28.150000000,-2.039063E+001,-37.4175100,28.150000000,-4.898172E+000,134.6858000,28.150000000,-4.930295E+000,134.7968000,28.150000000,-2.249745E+001,-77.8431200
245,28.200000000,-2.092981E+001,-32.1882000,28.200000000,-4.921597E+000,123.8378000,28.200000000,-4.923252E+000,123.9761000,28.200000000,-2.358622E+001,-68.0538300
246,28.250000000,-2.008279E+001,-26.8756900,28.250000000,-4.949111E+000,112.9823000,28.250000000,-4.943547E+000,112.9117000,28.250000000,-2.256301E+001,-54.5333100
247,28.300000000,-1.984531E+001,-15.3920400,28.300000000,-4.966549E+000,102.2550000,28.300000000,-4.997470E+000,102.2047000,28.300000000,-2.090158E+001,-50.4174400
248,28.350000000,-1.983137E+001,-24.4593900,28.350000000,-4.980405E+000,91.6944300,28.350000000,-4.971675E+000,91.4616300,28.350000000,-2.012256E+001,-51.4661500
249,28.400000000,-1.789899E+001,-32.6382400,28.400000000,-5.006485E+000,80.9972300,28.400000000,-5.055053E+000,80.7164300,28.400000000,-1.897415E+001,-55.0595500
250,28.450000000,-1.613826E+001,-32.7516000,28.450000000,-5.009480E+000,70.3281900,28.450000000,-5.046344E+000,70.3477900,28.450000000,-1.742695E+001,-60.1614600
251,28.500000000,-1.581919E+001,-35.8186000,28.500000000,-5.036384E+000,59.3548900,28.500000000,-5.074244E+000,59.4763600,28.500000000,-1.693659E+001,-66.1341200
252,28.550000000,-1.505820E+001,-41.1397500,28.550000000,-5.083589E+000,48.6593200,28.550000000,-5.113547E+000,48.9777700,28.550000000,-1.669808E+001,-73.9766300
253,28.600000000,-1.466958E+001,-43.1697300,28.600000000,-5.142939E+000,38.1108800,28.600000000,-5.122564E+000,38.7093400,28.600000000,-1.641027E+001,-83.4609800
254,28.650000000,-1.497763E+001,-45.8556600,28.650000000,-5.152624E+000,27.8468400,28.650000000,-5.090229E+000,27.7256300,28.650000000,-1.612140E+001,-92.3742400
255,28.700000000,-1.579365E+001,-53.3553700,28.700000000,-5.173467E+000,17.5869800,28.700000000,-5.213004E+000,17.0511900,28.700000000,-1.681849E+001,-97.9679900
256,28.750000000,-1.570250E+001,-60.2884300,28.750000000,-5.096304E+000,7.2706620,28.750000000,-5.124236E+000,6.7810490,28.750000000,-1.749231E+001,-107.0623000
257,28.800000000,-1.604079E+001,-64.9632300,28.800000000,-5.063448E+000,-3.7105370,28.800000000,-5.123271E+000,-4.1698790,28.800000000,-1.827886E+001,-119.2607000
258,28.850000000,-1.621851E+001,-69.6096600,28.850000000,-5.060293E+000,-14.5707000,28.850000000,-5.148542E+000,-14.5124700,28.850000000,-1.966243E+001,-127.2083000
259,28.900000000,-1.611987E+001,-70.8868600,28.900000000,-5.028782E+000,-25.5296600,28.900000000,-5.088614E+000,-25.2401700,28.900000000,-2.191095E+001,-130.4533000
260,28.950000000,-1.660907E+001,-65.2810700,28.950000000,-5.075136E+000,-36.6852600,28.950000000,-5.092261E+000,-36.2308200,28.950000000,-2.418567E+001,-139.5880000
261,29.000000000,-1.783251E+001,-63.9411600,29.000000000,-5.153908E+000,-46.9926900,29.000000000,-5.113086E+000,-46.7505600,29.000000000,-2.805273E+001,-136.1036000
262,29.050000000,-1.811373E+001,-64.2881600,29.050000000,-5.124367E+000,-57.5883100,29.050000000,-5.098461E+000,-57.5882900,29.050000000,-3.274049E+001,-100.3695000
263,29.100000000,-1.809520E+001,-60.6827900,29.100000000,-5.167295E+000,-68.3325500,29.100000000,-5.109961E+000,-68.6793000,29.100000000,-2.940220E+001,-65.5524000
264,29.150000000,-1.840298E+001,-62.1975200,29.150000000,-5.126273E+000,-78.6432600,29.150000000,-5.183026E+000,-79.3191500,29.150000000,-2.628363E+001,-46.3812800
265,29.200000000,-1.779915E+001,-68.3881700,29.200000000,-5.070505E+000,-89.5911700,29.200000000,-5.199292E+000,-89.7726400,29.200000000,-2.312132E+001,-40.0457300
266,29.250000000,-1.623721E+001,-73.3544600,29.250000000,-5.058958E+000,-101.0363000,29.250000000,-5.163424E+000,-101.0294000,29.250000000,-2.048407E+001,-50.7289000
267,29.300000000,-1.528137E+001,-69.6274900,29.300000000,-5.179700E+000,-111.8330000,29.300000000,-5.271530E+000,-111.1152000,29.300000000,-1.947551E+001,-61.2324300
268,29.350000000,-1.545995E+001,-71.4738100,29.350000000,-5.232680E+000,-122.4604000,29.350000000,-5.214417E+000,-121.7219000,29.350000000,-1.813059E+001,-67.2155600
269,29.400000000,-1.500170E+001,-76.3705100,29.400000000,-5.360205E+000,-133.1559000,29.400000000,-5.275349E+000,-132.9862000,29.400000000,-1.714360E+001,-74.7649600
270,29.450000000,-1.490732E+001,-77.2626900,29.450000000,-5.438551E+000,-142.9611000,29.450000000,-5.361870E+000,-142.8484000,29.450000000,-1.720901E+001,-83.3825100
271,29.500000000,-1.580634E+001,-81.0834500,29.500000000,-5.313752E+000,-152.7086000,29.500000000,-5.280194E+000,-153.1566000,29.500000000,-1.735182E+001,-93.5638000
272,29.550000000,-1.607876E+001,-92.1174500,29.550000000,-5.275872E+000,-163.7581000,29.550000000,-5.375142E+000,-164.6348000,29.550000000,-1.689957E+001,-102.4158000
273,29.600000000,-1.598030E+001,-98.0206000,29.600000000,-5.199422E+000,-174.0835000,29.600000000,-5.333447E+000,-174.5437000,29.600000000,-1.720050E+001,-108.6602000
274,29.650000000,-1.634419E+001,-102.2093000,29.650000000,-5.140205E+000,174.1168000,29.650000000,-5.274529E+000,174.5627000,29.650000000,-1.855357E+001,-117.6586000
275,29.700000000,-1.652671E+001,-106.8217000,29.700000000,-5.253878E+000,163.0958000,29.700000000,-5.321942E+000,164.1141000,29.700000000,-1.974726E+001,-123.7133000
276,29.750000000,-1.709214E+001,-103.7867000,29.750000000,-5.329659E+000,152.7046000,29.750000000,-5.259633E+000,153.1999000,29.750000000,-2.029153E+001,-125.4046000
277,29.800000000,-1.845981E+001,-99.0898500,29.800000000,-5.320774E+000,142.3205000,29.800000000,-5.248745E+000,142.4013000,29.800000000,-2.275138E+001,-128.3333000
278,29.850000000,-2.022063E+001,-97.6853600,29.850000000,-5.341568E+000,131.7836000,29.850000000,-5.297388E+000,131.7058000,29.850000000,-2.547363E+001,-116.5809000
279,29.900000000,-2.070909E+001,-97.9587000,29.900000000,-5.312054E+000,121.4433000,29.900000000,-5.283013E+000,120.9370000,29.900000000,-2.568915E+001,-101.2517000
280,29.950000000,-2.048857E+001,-91.3246300,29.950000000,-5.260832E+000,110.6904000,29.950000000,-5.296322E+000,109.9733000,29.950000000,-2.616504E+001,-85.9372300
281,30.000000000,-2.040662E+001,-91.3439900,30.000000000,-5.228916E+000,99.6172300,30.000000000,-5.344440E+000,99.3313600,30.000000000,-2.411184E+001,-74.3032500
282,30.050000000,-1.911389E+001,-97.4384200,30.050000000,-5.200568E+000,88.5702000,30.050000000,-5.348434E+000,88.3227000,30.050000000,-2.106097E+001,-69.3936800
283,30.100000000,-1.683398E+001,-95.4346500,30.100000000,-5.245728E+000,76.9905000,30.100000000,-5.392932E+000,77.5813300,30.100000000,-1.956550E+001,-71.7667100
284,30.150000000,-1.612737E+001,-92.6880800,30.150000000,-5.392204E+000,66.2966200,30.150000000,-5.437114E+000,67.5457100,30.150000000,-1.873641E+001,-77.2881300
285,30.200000000,-1.589690E+001,-94.7928500,30.200000000,-5.546494E+000,55.8664300,30.200000000,-5.400522E+000,56.6381100,30.200000000,-1.754416E+001,-83.7025500
286,30.250000000,-1.550995E+001,-101.1009000,30.250000000,-5.586590E+000,46.3491700,30.250000000,-5.488943E+000,45.8132300,30.250000000,-1.653579E+001,-92.8772200
287,30.300000000,-1.564384E+001,-103.8387000,30.300000000,-5.533650E+000,36.4656400,30.300000000,-5.490953E+000,36.0108500,30.300000000,-1.618846E+001,-98.9356900
288,30.350000000,-1.609903E+001,-112.6471000,30.350000000,-5.392300E+000,25.7568200,30.350000000,-5.488057E+000,25.0679300,30.350000000,-1.606315E+001,-106.8998000
